No_of_wheels,Battery_Capacity,Vehicle_mass_kg,Driver_mass_kg,C_rr,Grade,area,air_density,radius_of_wheel,Gear_ratio,transmission_efficiency,motor_efficiency,Gross_vehivle_mass,g,motor_controller_efficiency,coefficient_of_drag,Distance_travel,Battery_Capacity_available
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3225,-300307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3241.667,-303549.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3258.333,-306807.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3275,-310082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3291.667,-313374.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3308.333,-316682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3325,-320007.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3341.667,-323349.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3358.333,-326707.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3375,-330082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3391.667,-333474.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3408.333,-336882.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3425,-340307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3441.667,-343749.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3458.333,-347207.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3475,-350682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3491.667,-354174.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3508.333,-357682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3525,-361207.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3541.667,-364749.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3558.333,-368307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3575,-371882.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3591.667,-375474.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3608.333,-379082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3625,-382707.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3641.667,-386349.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3658.333,-390007.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3675,-393682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3691.667,-397374.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3708.333,-401082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3725,-404807.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3741.667,-408549.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3758.333,-412307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3775,-416082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3791.667,-419874.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3808.333,-423682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3825,-427507.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3841.667,-431349.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3858.333,-435207.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3875,-439082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3891.667,-442974.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3908.333,-446882.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3925,-450807.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3941.667,-454749.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3958.333,-458707.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3975,-462682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,3991.667,-466674.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4008.333,-470682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4025,-474707.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4041.667,-478749.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4058.333,-482807.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4075,-486882.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4091.667,-490974.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4108.333,-495082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4125,-499207.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4141.667,-503349.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4158.333,-507507.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4175,-511682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4191.667,-515874.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4208.333,-520082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4225,-524307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4241.667,-528549.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4258.333,-532807.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4275,-537082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4291.667,-541374.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4308.333,-545682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4325,-550007.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4341.667,-554349.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4358.333,-558707.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4375,-563082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4391.667,-567474.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4408.333,-571882.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4425,-576307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4441.667,-580749.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4458.333,-585207.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4475,-589682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4491.667,-594174.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4508.333,-598682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4525,-603207.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4541.667,-607749.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4558.333,-612307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4575,-616882.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4591.667,-621474.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4608.333,-626082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4625,-630707.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4641.667,-635349.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4658.333,-640007.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4675,-644682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4691.667,-649374.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4708.333,-654082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4725,-658807.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4741.667,-663549.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4758.333,-668307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4775,-673082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4791.667,-677874.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4808.333,-682682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4825,-687507.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4841.667,-692349.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4858.333,-697207.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4875,-702082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4891.667,-706974.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4908.333,-711882.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4925,-716807.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4941.667,-721749.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4958.333,-726707.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4975,-731682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,4991.667,-736674.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5008.333,-741682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5025,-746707.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5041.667,-751749.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5058.333,-756807.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5075,-761882.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5091.667,-766974.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5108.333,-772082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5125,-777207.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5141.667,-782349.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5158.333,-787507.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5175,-792682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5191.667,-797874.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5208.333,-803082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5225,-808307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5241.667,-813549.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5258.333,-818807.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5275,-824082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5291.667,-829374.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5308.333,-834682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5325,-840007.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5341.667,-845349.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5358.333,-850707.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5375,-856082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5391.667,-861474.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5408.333,-866882.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5425,-872307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5441.667,-877749.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5458.333,-883207.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5475,-888682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5491.667,-894174.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5508.333,-899682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5525,-905207.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5541.667,-910749.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5558.333,-916307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5575,-921882.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5591.667,-927474.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5608.333,-933082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5625,-938707.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5641.667,-944349.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5658.333,-950007.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5675,-955682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5691.667,-961374.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5708.333,-967082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5725,-972807.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5741.667,-978549.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5758.333,-984307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5775,-990082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5791.667,-995874.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5808.333,-1001682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5825,-1007507.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5841.667,-1013349.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5858.333,-1019207.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5875,-1025082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5891.667,-1030974.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5908.333,-1036882.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5925,-1042807.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5941.667,-1048749.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5958.333,-1054707.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5975,-1060682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,5991.667,-1066674.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6008.333,-1072682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6025,-1078707.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6041.667,-1084749.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6058.333,-1090807.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6075,-1096882.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6091.667,-1102974.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6108.333,-1109082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6125,-1115207.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6141.667,-1121349.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6158.333,-1127507.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6175,-1133682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6191.667,-1139874.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6208.333,-1146082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6225,-1152307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6241.667,-1158549.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6258.333,-1164807.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6275,-1171082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6291.667,-1177374.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6308.333,-1183682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6325,-1190007.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6341.667,-1196349.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6358.333,-1202707.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6375,-1209082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6391.667,-1215474.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6408.333,-1221882.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6425,-1228307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6441.667,-1234749.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6458.333,-1241207.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6475,-1247682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6491.667,-1254174.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6508.333,-1260682.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6525,-1267207.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6541.667,-1273749.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6558.333,-1280307.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6575,-1286882.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6591.667,-1293474.445
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6608.333,-1300082.778
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,6625,-1306707.778
