No_of_wheels,Battery_Capacity,Vehicle_mass_kg,Driver_mass_kg,C_rr,Grade,area,air_density,radius_of_wheel,Gear_ratio,transmission_efficiency,motor_efficiency,Gross_vehivle_mass,g,motor_controller_efficiency,coefficient_of_drag,Distance_travel,Battery_Capacity_available
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85641.667,-220064349.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85658.333,-220150007.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85675,-220235682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85691.667,-220321374.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85708.333,-220407082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85725,-220492807.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85741.667,-220578549.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85758.333,-220664307.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85775,-220750082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85791.667,-220835874.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85808.333,-220921682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85825,-221007507.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85841.667,-221093349.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85858.333,-221179207.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85875,-221265082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85891.667,-221350974.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85908.333,-221436882.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85925,-221522807.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85941.667,-221608749.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85958.333,-221694707.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85975,-221780682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,85991.667,-221866674.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86008.333,-221952682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86025,-222038707.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86041.667,-222124749.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86058.333,-222210807.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86075,-222296882.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86091.667,-222382974.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86108.333,-222469082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86125,-222555207.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86141.667,-222641349.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86158.333,-222727507.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86175,-222813682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86191.667,-222899874.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86208.333,-222986082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86225,-223072307.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86241.667,-223158549.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86258.333,-223244807.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86275,-223331082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86291.667,-223417374.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86308.333,-223503682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86325,-223590007.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86341.667,-223676349.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86358.333,-223762707.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86375,-223849082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86391.667,-223935474.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86408.333,-224021882.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86425,-224108307.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86441.667,-224194749.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86458.333,-224281207.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86475,-224367682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86491.667,-224454174.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86508.333,-224540682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86525,-224627207.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86541.667,-224713749.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86558.333,-224800307.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86575,-224886882.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86591.667,-224973474.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86608.333,-225060082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86625,-225146707.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86641.667,-225233349.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86658.333,-225320007.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86675,-225406682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86691.667,-225493374.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86708.333,-225580082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86725,-225666807.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86741.667,-225753549.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86758.333,-225840307.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86775,-225927082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86791.667,-226013874.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86808.333,-226100682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86825,-226187507.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86841.667,-226274349.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86858.333,-226361207.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86875,-226448082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86891.667,-226534974.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86908.333,-226621882.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86925,-226708807.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86941.667,-226795749.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86958.333,-226882707.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86975,-226969682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,86991.667,-227056674.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87008.333,-227143682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87025,-227230707.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87041.667,-227317749.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87058.333,-227404807.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87075,-227491882.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87091.667,-227578974.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87108.333,-227666082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87125,-227753207.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87141.667,-227840349.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87158.333,-227927507.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87175,-228014682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87191.667,-228101874.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87208.333,-228189082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87225,-228276307.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87241.667,-228363549.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87258.333,-228450807.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87275,-228538082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87291.667,-228625374.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87308.333,-228712682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87325,-228800007.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87341.667,-228887349.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87358.333,-228974707.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87375,-229062082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87391.667,-229149474.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87408.333,-229236882.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87425,-229324307.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87441.667,-229411749.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87458.333,-229499207.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87475,-229586682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87491.667,-229674174.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87508.333,-229761682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87525,-229849207.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87541.667,-229936749.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87558.333,-230024307.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87575,-230111882.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87591.667,-230199474.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87608.333,-230287082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87625,-230374707.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87641.667,-230462349.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87658.333,-230550007.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87675,-230637682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87691.667,-230725374.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87708.333,-230813082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87725,-230900807.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87741.667,-230988549.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87758.333,-231076307.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87775,-231164082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87791.667,-231251874.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87808.333,-231339682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87825,-231427507.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87841.667,-231515349.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87858.333,-231603207.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87875,-231691082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87891.667,-231778974.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87908.333,-231866882.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87925,-231954807.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87941.667,-232042749.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87958.333,-232130707.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87975,-232218682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,87991.667,-232306674.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88008.333,-232394682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88025,-232482707.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88041.667,-232570749.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88058.333,-232658807.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88075,-232746882.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88091.667,-232834974.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88108.333,-232923082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88125,-233011207.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88141.667,-233099349.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88158.333,-233187507.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88175,-233275682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88191.667,-233363874.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88208.333,-233452082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88225,-233540307.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88241.667,-233628549.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88258.333,-233716807.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88275,-233805082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88291.667,-233893374.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88308.333,-233981682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88325,-234070007.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88341.667,-234158349.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88358.333,-234246707.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88375,-234335082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88391.667,-234423474.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88408.333,-234511882.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88425,-234600307.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88441.667,-234688749.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88458.333,-234777207.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88475,-234865682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88491.667,-234954174.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88508.333,-235042682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88525,-235131207.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88541.667,-235219749.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88558.333,-235308307.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88575,-235396882.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88591.667,-235485474.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88608.333,-235574082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88625,-235662707.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88641.667,-235751349.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88658.333,-235840007.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88675,-235928682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88691.667,-236017374.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88708.333,-236106082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88725,-236194807.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88741.667,-236283549.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88758.333,-236372307.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88775,-236461082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88791.667,-236549874.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88808.333,-236638682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88825,-236727507.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88841.667,-236816349.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88858.333,-236905207.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88875,-236994082.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88891.667,-237082974.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88908.333,-237171882.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88925,-237260807.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88941.667,-237349749.4
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88958.333,-237438707.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88975,-237527682.8
2,4,90,75,0.005,0.03490667,0.875,1.225,0.1524,7.8,0.85,0.89,125,9.81,0.95,0.22,88991.667,-237616674.4
